user_id,day,date,weight,recommended_meal,actual_meal,calories
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,22,2025-12-18,94.41,Whole Wheat Bread:277.17; Black Beans:296.36; Asparagus:2934.00; Strawberry:1222.50; Linseed Oil:121.70; Mozzarella:104.79,Whole Wheat Bread:204.30; Asparagus:3950.37; Strawberry:1043.80; Mozzarella:151.47; Tilapia:207.94; Sunflower Seeds:129.15,3006.67
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,23,2025-12-19,92.84,Quinoa:571.40; Cod:477.83; Celery:3673.31; Jackfruit:412.44; Vegetable Oil:121.89; Skim Milk:839.61,Cod:758.82; Skim Milk:951.47; Cracked Wheat:659.76; Spinach:5065.93; Cranberry:472.34; Pumpkin Seed Oil:168.31,6068.75
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,24,2025-12-20,92.97,Corn:808.70; Pork:164.22; Sweet Potato:693.17; Guava:584.44; Corn Oil:123.63; Ricotta:171.30,Sweet Potato:966.07; Guava:882.23; Corn Oil:137.21; Hominy:379.48; Crab:156.37; Whey:220.43,3306.42
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,25,2025-12-21,95.99,Quinoa:579.22; Cod:484.37; Bok Choy:4582.85; Dragonfruit:661.97; Corn Oil:123.56; Emmental:78.39,Quinoa:651.73; Cod:704.72; Dragonfruit:730.23; Emmental:82.30; Cauliflower:6158.28; Canola Oil:134.75,4841.62
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,26,2025-12-22,96.29,Freekeh:208.28; Egg:249.55; Kale:1184.08; Raspberry:743.85; Palm Oil:120.33; Kefir:707.56,Kale:1422.45; Grits:175.35; Rabbit:344.36; Blackberry:799.39; Peanuts:136.62; Feta:725.60,4430.17
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,27,2025-12-23,94.16,Muesli:192.96; Edamame:318.94; Eggplant:2315.52; Raspberry:742.15; Brazil Nuts:161.04; Cheese:72.00,Edamame:479.83; Teff:280.11; Cauliflower:2803.06; Honeydew:648.75; Walnut Oil:141.70; Cottage Cheese:77.15,3815.15
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,28,2025-12-24,93.76,Multigrain Bread:275.52; Salmon:191.07; Okra:1789.09; Avocado:246.00; Corn Oil:122.44; Paneer:111.40,Salmon:183.21; Okra:1536.22; Corn Oil:122.85; Paneer:137.26; Oats:405.71; Blackberry:262.58,4025.27
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,29,2025-12-25,94.04,Rye:204.62; Egg:254.97; Beetroot:1378.60; Starfruit:1274.84; Blended Oil:122.94; Parmesan:68.77,Rye:285.18; Beetroot:1967.15; Starfruit:1201.39; Shrimp:325.36; Sunflower Oil:152.12; Camembert:63.03,4037.46
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,30,2025-12-26,94.72,Grits:1169.83; Haddock:438.22; Watercress:5378.18; Grape:571.59; Cottonseed Oil:122.69; Edam:82.86,Grits:951.59; Watercress:5643.23; Grape:857.48; Cottonseed Oil:134.16; Edamame:668.33; Labneh:87.50,3821.9
cac260e6-f599-4212-8266-db3e93228f56,1,2025-11-27,196.98,Hominy:926.71; Cod:768.49; Celery:5907.75; Strawberry:1969.25; Canola Oil:196.03; Sheep Milk:437.61,Strawberry:934.18; Canola Oil:221.21; Sheep Milk:269.18; Triticale:1154.57; Chickpeas:807.06; Swiss Chard:5230.48,8741.84
cac260e6-f599-4212-8266-db3e93228f56,2,2025-11-28,197.95,Rye:155.33; Kidney Beans:236.22; Artichoke:957.45; Durian:204.08; Palm Oil:93.33; Whey:833.33,Rye:129.47; Artichoke:1262.19; Durian:177.03; Palm Oil:117.14; Pinto Beans:302.84; Blue Cheese:1029.99,6395.55
cac260e6-f599-4212-8266-db3e93228f56,3,2025-11-29,202.0,Cornbread:265.15; Haddock:333.33; Asparagus:2250.00; Pear:526.32; Chia Seeds:169.75; Feta:85.23,Asparagus:3284.81; Feta:98.51; Barley:272.27; Beef:378.74; Lychee:440.87; Peanuts:213.10,4326.95
cac260e6-f599-4212-8266-db3e93228f56,4,2025-11-30,202.75,Polenta:750.00; Split Peas:254.24; Endive:2647.06; Tangerine:566.04; Corn Oil:93.33; Ricotta:129.31,Endive:3378.47; Corn Oil:142.16; Grits:1037.22; White Beans:329.55; Banana:816.52; Milk:149.43,3690.55
cac260e6-f599-4212-8266-db3e93228f56,5,2025-12-01,201.08,Brown Rice:472.97; Turkey:222.22; Lettuce:3000.00; Raspberry:576.92; Safflower Oil:93.33; Camembert:75.25,Lettuce:4318.67; Raspberry:717.61; Safflower Oil:95.72; Sprouted Grain:383.65; Salmon:279.36; Quark:108.47,2822.21
cac260e6-f599-4212-8266-db3e93228f56,6,2025-12-02,205.27,Brown Rice:472.97; Chickpeas:182.93; Tomato:2500.00; Lychee:454.55; Brazil Nuts:125.19; Parmesan:52.20,Brown Rice:637.99; Chickpeas:262.71; Tomato:2967.40; Lychee:388.49; Brazil Nuts:159.09; Feta:54.42,3121.65
cac260e6-f599-4212-8266-db3e93228f56,7,2025-12-03,208.85,Sprouted Grain:656.25; Soybeans:67.26; Kale:918.37; Apricot:625.00; Walnut Oil:93.33; Sheep Milk:208.33,Sprouted Grain:570.06; Apricot:888.63; Walnut Oil:105.55; Sardines:70.52; Beetroot:1306.59; Camembert:237.24,3233.47
cac260e6-f599-4212-8266-db3e93228f56,8,2025-12-04,209.04,White Rice:403.85; Tofu:394.74; Bok Choy:3461.54; Mango:500.00; Almonds:143.23; Brie:67.37,White Rice:599.10; Bok Choy:3390.84; Mango:627.41; Beef:517.18; Rice Bran Oil:207.92; Butter:72.33,5245.64
cac260e6-f599-4212-8266-db3e93228f56,9,2025-12-05,205.94,Oats:134.96; Cod:365.85; Tomato:2500.00; Date:106.38; Rice Bran Oil:93.33; Gouda:63.20,Cod:499.29; Rice Bran Oil:110.45; Semolina:190.12; Celery:3308.29; Durian:83.89; Powdered Milk:70.70,3073.54
cac260e6-f599-4212-8266-db3e93228f56,10,2025-12-06,211.97,Cracked Wheat:154.41; White Beans:215.83; Watercress:4090.91; Pear:526.32; Pumpkin Seed Oil:93.33; Feta:85.23,Cracked Wheat:165.91; White Beans:257.52; Watercress:3899.16; Pumpkin Seed Oil:130.08; Feta:94.93; Passion Fruit:795.83,3523.46
cac260e6-f599-4212-8266-db3e93228f56,11,2025-12-07,212.95,Teff:151.30; Crab:309.28; Watercress:4090.91; Orange:638.30; Grape Seed Oil:93.33; Sheep Milk:208.33,Crab:480.81; Watercress:4935.60; Grape Seed Oil:121.52; Bulgur:217.74; Persimmon:883.05; Cheddar:141.96,3551.6
cac260e6-f599-4212-8266-db3e93228f56,12,2025-12-08,213.01,Couscous:468.75; Tilapia:312.50; Spinach:1956.52; Pomegranate:361.45; Sunflower Oil:93.33; Mozzarella:80.36,Tilapia:263.56; Pomegranate:437.62; Pearled Barley:598.43; Zucchini:1746.91; Olive Oil:66.63; Butter:87.24,4234.22
cac260e6-f599-4212-8266-db3e93228f56,13,2025-12-09,205.88,Sprouted Grain:656.25; Goat:245.90; Kale:918.37; Apricot:625.00; Pumpkin Seed Oil:93.33; Emmental:59.21,Goat:314.35; Apricot:841.03; Pumpkin Seed Oil:138.84; Emmental:84.15; Grits:923.95; Asparagus:1187.04,3116.82
cac260e6-f599-4212-8266-db3e93228f56,14,2025-12-10,203.43,Polenta:750.00; Lamb:102.04; Lettuce:3000.00; Guava:441.18; Grape Seed Oil:93.33; Labneh:368.85,Polenta:823.39; Lamb:130.36; Lettuce:4663.91; Grape Seed Oil:121.03; Banana:653.09; Milk:407.66,3481.61
cac260e6-f599-4212-8266-db3e93228f56,15,2025-12-11,199.95,Cracked Wheat:154.41; Sardines:144.23; Bell Pepper:1451.61; Guava:441.18; Corn Oil:93.33; Brie:67.37,Corn Oil:122.58; Brie:45.86; Sorghum:185.31; Cod:189.66; Broccoli:937.84; Cranberry:544.73,2768.4
cac260e6-f599-4212-8266-db3e93228f56,16,2025-12-12,194.04,Cracked Wheat:154.41; Black Beans:227.27; Collard Greens:1406.25; Watermelon:1000.00; Almonds:143.23; Parmesan:52.20,Cracked Wheat:140.22; Collard Greens:1599.02; Almonds:118.73; White Beans:278.01; Persimmon:1204.55; Evaporated Milk:72.26,3131.95
cac260e6-f599-4212-8266-db3e93228f56,17,2025-12-13,192.19,Hominy:441.18; Edamame:247.93; Leek:737.70; Raspberry:576.92; Olive Oil:93.33; Evaporated Milk:166.67,Edamame:237.15; Leek:770.15; Raspberry:750.96; Evaporated Milk:231.35; Grits:695.78; Avocado Oil:141.45,3120.52
cac260e6-f599-4212-8266-db3e93228f56,18,2025-12-14,192.47,Cracked Wheat:154.41; Chicken Breast:181.82; Celery:2812.50; Cherry:600.00; Pumpkin Seed Oil:93.33; Ricotta:129.31,Celery:3959.62; Pumpkin Seed Oil:132.18; Sorghum:202.26; Tofu:200.72; Honeydew:801.91; Gouda:50.32,3087.79
cac260e6-f599-4212-8266-db3e93228f56,19,2025-12-15,190.16,Pearled Barley:149.15; Lentils:258.62; Garlic:302.01; Mango:500.00; Poppy Seeds:157.14; Swiss Cheese:57.25,Pearled Barley:181.63; Lentils:217.46; Poppy Seeds:201.63; Swiss Cheese:62.24; Spinach:371.36; Lychee:425.94,2561.28
cac260e6-f599-4212-8266-db3e93228f56,20,2025-12-16,185.19,Corn:610.47; Lentils:258.62; Broccoli:818.18; Banana:337.08; Poppy Seeds:157.14; Evaporated Milk:166.67,Corn:896.38; Banana:483.38; Poppy Seeds:195.56; Octopus:367.64; Tomato:705.77; Cheddar:141.33,3527.28
cac260e6-f599-4212-8266-db3e93228f56,21,2025-12-17,186.44,Whole Wheat Bread:212.55; Chicken Breast:181.82; Bell Pepper:1451.61; Starfruit:967.74; Mustard Oil:93.33; Evaporated Milk:166.67,Whole Wheat Bread:284.90; Starfruit:1204.93; Evaporated Milk:236.39; Lamb:237.84; Artichoke:1854.40; Olive Oil:67.73,3565.89
cac260e6-f599-4212-8266-db3e93228f56,22,2025-12-18,186.84,Barley:148.31; Pinto Beans:209.79; Radicchio:1956.52; Watermelon:1000.00; Walnut Oil:93.33; Whey:833.33,Pinto Beans:322.33; Watermelon:908.42; Walnut Oil:115.55; Whey:1087.55; Granola:147.52; Collard Greens:2143.58,3429.27
cac260e6-f599-4212-8266-db3e93228f56,23,2025-12-19,190.48,Sprouted Grain:656.25; Peas:370.37; Zucchini:2647.06; Apricot:625.00; Vegetable Oil:93.33; Brie:67.37,Peas:208.65; Apricot:1026.56; Vegetable Oil:114.92; Brie:56.52; Whole Wheat Bread:825.70; Artichoke:2968.45,5301.03
cac260e6-f599-4212-8266-db3e93228f56,24,2025-12-20,184.41,Teff:151.30; Kidney Beans:236.22; Broccoli:818.18; Banana:337.08; Blended Oil:93.33; Blue Cheese:63.74,Banana:472.38; Blended Oil:73.49; Blue Cheese:72.64; Whole Wheat Bread:223.88; White Beans:295.56; Radish:750.71,2410.45
cac260e6-f599-4212-8266-db3e93228f56,25,2025-12-21,187.18,Whole Wheat Bread:212.55; Octopus:182.93; Collard Greens:1406.25; Date:106.38; Cashews:149.19; Ice Cream:108.70,Whole Wheat Bread:289.17; Cashews:135.41; Lentils:182.78; Green Beans:1769.44; Durian:94.20; Butter:131.10,3302.08
cac260e6-f599-4212-8266-db3e93228f56,26,2025-12-22,184.5,Sorghum:159.57; Split Peas:254.24; Leek:737.70; Blueberry:526.32; Almonds:143.23; Powdered Milk:45.36,Sorghum:201.98; Split Peas:161.37; Leek:893.89; Pear:379.34; Avocado Oil:222.47; Edam:33.46,3702.52
cac260e6-f599-4212-8266-db3e93228f56,27,2025-12-23,182.05,Rye:155.33; Shrimp:303.03; Brussels Sprouts:1046.51; Strawberry:937.50; Olive Oil:93.33; Blue Cheese:63.74,Rye:154.98; Blue Cheese:80.88; Chickpeas:416.61; Green Beans:1192.79; Cantaloupe:429.50; Pumpkin Seed Oil:137.88,3227.28
cac260e6-f599-4212-8266-db3e93228f56,28,2025-12-24,182.12,Hominy:441.18; Salmon:145.63; Endive:2647.06; Apple:576.92; Poppy Seeds:157.14; Brie:67.37,Endive:3748.01; Poppy Seeds:196.33; Brie:48.22; Whole Wheat Bread:572.34; Pork:78.25; Starfruit:692.60,3646.7
cac260e6-f599-4212-8266-db3e93228f56,29,2025-12-25,183.2,Wheat:154.87; Egg:193.55; Beetroot:1046.51; Starfruit:967.74; Corn Oil:93.33; Evaporated Milk:166.67,Wheat:194.66; Egg:226.23; Beetroot:1392.14; Starfruit:1436.35; Corn Oil:128.19; Evaporated Milk:247.19,3521.38
cac260e6-f599-4212-8266-db3e93228f56,30,2025-12-26,180.19,Spelt:155.33; Tempeh:155.44; Beetroot:1046.51; Apple:576.92; Peanuts:145.50; Sheep Milk:208.33,Spelt:201.72; Beetroot:1410.96; Peanuts:173.61; White Beans:187.20; Banana:1001.47; Milk:247.11,3528.17
dedd0331-06f0-4542-af17-13293241afeb,1,2025-11-27,89.64,Quinoa:513.57; Haddock:391.29; Zucchini:3107.29; Durian:239.56; Linseed Oil:109.55; Labneh:432.98,Linseed Oil:116.84; Wild Rice:527.27; Chickpeas:509.62; Bok Choy:3813.21; Jackfruit:309.97; Swiss Cheese:646.95,5733.83
dedd0331-06f0-4542-af17-13293241afeb,2,2025-11-28,89.64,Bulgur:758.78; Tempeh:186.47; Swiss Chard:2841.16; Starfruit:1160.90; Grape Seed Oil:111.95; Ricotta:155.12,Bulgur:989.36; Swiss Chard:4107.81; Grape Seed Oil:164.98; Ricotta:188.17; Red Lentils:111.31; Fig:1002.93,4258.79
dedd0331-06f0-4542-af17-13293241afeb,3,2025-11-29,90.55,Muesli:179.75; Tilapia:374.48; Bell Pepper:1739.52; Papaya:836.05; Hemp Seeds:178.77; Cottage Cheese:275.13,Muesli:274.82; Tilapia:495.21; Bell Pepper:2136.92; Hemp Seeds:202.22; Grape:970.43; Camembert:142.08,4312.38
dedd0331-06f0-4542-af17-13293241afeb,4,2025-11-30,88.51,Pearled Barley:173.44; Cod:425.44; Swiss Chard:2754.16; Dragonfruit:581.43; Grape Seed Oil:108.53; Blue Cheese:74.12,Swiss Chard:3738.07; Grape Seed Oil:165.69; Semolina:169.32; Goat:463.26; Persimmon:784.79; Powdered Milk:84.82,4406.05
dedd0331-06f0-4542-af17-13293241afeb,5,2025-12-01,87.86,Corn:756.49; Red Lentils:320.48; Beetroot:1296.84; Peach:953.23; Walnuts:156.32; Cheddar:69.19,Beetroot:1433.59; Peach:1469.33; Freekeh:886.78; Pinto Beans:247.25; Mustard Oil:196.39; Kefir:98.49,6201.55
dedd0331-06f0-4542-af17-13293241afeb,6,2025-12-02,90.74,Multigrain Bread:265.36; Tilapia:394.88; Celery:3553.88; Pomegranate:456.72; Cottonseed Oil:117.93; Ice Cream:137.35,Multigrain Bread:315.96; Tilapia:488.62; Celery:4481.23; Ice Cream:182.97; Dragonfruit:449.53; Macadamia Oil:147.60,3929.25
dedd0331-06f0-4542-af17-13293241afeb,7,2025-12-03,92.92,Sorghum:183.63; Pork:142.65; Peas:639.30; Apricot:719.21; Flaxseed Oil:107.39; Powdered Milk:52.20,Flaxseed Oil:141.10; Powdered Milk:64.47; Hominy:193.37; Kidney Beans:202.85; Sardines:518.13; Orange:389.66,3315.72
dedd0331-06f0-4542-af17-13293241afeb,8,2025-12-04,94.24,Cornbread:281.79; Peas:393.60; Leek:783.98; Pomegranate:384.12; Sunflower Seeds:150.13; Camembert:79.97,Cornbread:427.70; Leek:1090.27; White Beans:456.85; Apricot:530.45; Blended Oil:209.33; Swiss Cheese:124.46,4741.12
dedd0331-06f0-4542-af17-13293241afeb,9,2025-12-05,93.98,Corn:614.94; Split Peas:256.10; Cauliflower:1813.20; Apricot:629.58; Rice Bran Oil:94.01; Cheese:56.38,Cauliflower:1145.94; Apricot:827.16; Wheat:840.51; Kidney Beans:338.47; Pumpkin Seed Oil:122.49; Gouda:68.11,5287.95
dedd0331-06f0-4542-af17-13293241afeb,10,2025-12-06,98.46,Grits:902.76; Tilapia:317.04; Celery:2853.38; Mango:507.27; Sunflower Oil:94.68; Mozzarella:81.53,Tilapia:306.34; Celery:4284.31; Sunflower Oil:117.19; Mozzarella:116.10; Wheat:1352.65; Jackfruit:696.00,7587.32
dedd0331-06f0-4542-af17-13293241afeb,11,2025-12-07,99.31,Whole Wheat Bread:212.55; Black Beans:227.27; Green Beans:1451.61; Banana:337.08; Linseed Oil:93.33; Edam:63.03,Banana:194.10; Linseed Oil:109.64; Multigrain Bread:235.24; Green Lentils:327.69; Collard Greens:2013.28; Skim Milk:98.81,2789.04
dedd0331-06f0-4542-af17-13293241afeb,12,2025-12-08,97.42,Spelt:155.33; Lamb:102.04; Eggplant:1800.00; Plum:652.17; Flaxseed Oil:93.33; Swiss Cheese:57.25,Spelt:188.19; Eggplant:2245.19; Swiss Cheese:67.13; Cod:142.59; Jackfruit:733.99; Corn Oil:109.72,3245.35
dedd0331-06f0-4542-af17-13293241afeb,13,2025-12-09,98.23,Wheat:154.87; Red Lentils:258.62; Parsnip:600.00; Cantaloupe:882.35; Mustard Oil:93.33; Sheep Milk:208.33,Wheat:218.33; Red Lentils:211.18; Mustard Oil:118.79; Watercress:518.11; Plum:734.05; Butter:210.49,3939.14
dedd0331-06f0-4542-af17-13293241afeb,14,2025-12-10,95.87,Sprouted Grain:656.25; Peas:370.37; Tomato:2500.00; Dragonfruit:500.00; Flaxseed Oil:93.33; Kefir:548.78,Peas:259.20; Tomato:2777.92; Flaxseed Oil:120.94; Kefir:941.29; Buckwheat:660.18; Apricot:685.57,4758.52
dedd0331-06f0-4542-af17-13293241afeb,15,2025-12-11,94.78,Farro:154.41; Duck:89.02; Brussels Sprouts:1046.51; Papaya:697.67; Olive Oil:93.33; Quark:335.82,Duck:124.16; Olive Oil:96.50; Bulgur:202.55; Radish:1566.59; Persimmon:1033.06; Goat Milk:180.71,2651.75
dedd0331-06f0-4542-af17-13293241afeb,16,2025-12-12,97.5,Pearled Barley:149.15; Chickpeas:182.93; Parsnip:600.00; Dragonfruit:500.00; Rice Bran Oil:93.33; Condensed Milk:70.09,Chickpeas:198.66; Parsnip:586.32; Dragonfruit:430.50; Cornbread:207.17; Brazil Nuts:138.91; Butter:77.11,2902.31
dedd0331-06f0-4542-af17-13293241afeb,17,2025-12-13,97.22,Teff:151.30; Split Peas:254.24; Collard Greens:1406.25; Apricot:625.00; Blended Oil:93.33; Evaporated Milk:166.67,Apricot:897.38; Rice:202.24; Rabbit:340.95; Lettuce:2143.10; Peanut Oil:120.21; Skim Milk:247.36,2754.19
dedd0331-06f0-4542-af17-13293241afeb,18,2025-12-14,97.44,Spelt:155.33; Duck:89.02; Radicchio:1956.52; Avocado:187.50; Hazelnuts:131.37; Swiss Cheese:57.25,Spelt:197.11; Duck:116.06; Swiss Cheese:73.37; Zucchini:1004.97; Watermelon:228.99; Brazil Nuts:195.73,2875.1
dedd0331-06f0-4542-af17-13293241afeb,19,2025-12-15,99.31,Cracked Wheat:154.41; Beef:120.00; Broccoli:818.18; Honeydew:833.33; Mustard Oil:93.33; Swiss Cheese:57.25,Cracked Wheat:155.00; Beef:165.61; Broccoli:755.74; Mustard Oil:111.86; Swiss Cheese:69.27; Watermelon:1070.52,2938.96
dedd0331-06f0-4542-af17-13293241afeb,20,2025-12-16,101.77,Polenta:750.00; Red Lentils:258.62; Green Beans:1451.61; Strawberry:937.50; Vegetable Oil:93.33; Skim Milk:642.86,Green Beans:1108.93; Vegetable Oil:118.61; Skim Milk:979.03; Cornbread:987.01; Goat:275.57; Orange:582.19,4299.08
dedd0331-06f0-4542-af17-13293241afeb,21,2025-12-17,102.65,Cracked Wheat:154.41; Soybeans:67.26; Tomato:2500.00; Strawberry:937.50; Pistachios:146.80; Camembert:75.25,Cracked Wheat:150.21; Soybeans:52.22; Tomato:2712.67; Pistachios:195.10; Persimmon:1317.75; Emmental:98.30,3769.29
dedd0331-06f0-4542-af17-13293241afeb,22,2025-12-18,103.43,Millet:138.89; Soybeans:67.26; Celery:2812.50; Fig:405.41; Brazil Nuts:125.19; Kefir:548.78,Millet:119.49; Celery:4096.81; Fig:264.12; Brazil Nuts:191.09; Kefir:785.17; Mackerel:88.60,3065.43
dedd0331-06f0-4542-af17-13293241afeb,23,2025-12-19,100.9,Muesli:150.00; Chickpeas:182.93; Collard Greens:1406.25; Dragonfruit:500.00; Brazil Nuts:125.19; Evaporated Milk:166.67,Muesli:196.44; Brazil Nuts:167.85; Beef:253.93; Cucumber:1969.46; Peach:648.54; Swiss Cheese:244.23,3956.35
dedd0331-06f0-4542-af17-13293241afeb,24,2025-12-20,100.44,Teff:151.30; Tofu:394.74; Zucchini:2647.06; Durian:204.08; Cottonseed Oil:93.33; Goat Milk:326.09,Freekeh:188.98; Chickpeas:391.94; Broccoli:2383.55; Pear:264.21; Sesame Seeds:72.10; Kefir:557.93,3360.39
dedd0331-06f0-4542-af17-13293241afeb,25,2025-12-21,97.79,Wheat:154.87; Shrimp:303.03; Garlic:302.01; Dragonfruit:500.00; Brazil Nuts:125.19; Condensed Milk:70.09,Wheat:217.94; Brazil Nuts:178.70; Tilapia:380.28; Peas:475.57; Persimmon:735.02; Cheddar:81.37,3590.04
dedd0331-06f0-4542-af17-13293241afeb,26,2025-12-22,99.41,Amaranth:141.51; Duck:89.02; Okra:1363.64; Pear:526.32; Walnuts:126.15; Goat Milk:326.09,Okra:1830.58; Pear:682.93; Buckwheat:175.95; Scallops:127.47; Peanut Oil:199.91; Condensed Milk:246.37,4267.1
dedd0331-06f0-4542-af17-13293241afeb,27,2025-12-23,99.77,Millet:138.89; Rabbit:173.41; Turnip:1607.14; Pomegranate:361.45; Walnut Oil:93.33; Evaporated Milk:166.67,Millet:97.73; Rabbit:243.87; Turnip:2337.10; Walnut Oil:117.45; Evaporated Milk:133.85; Honeydew:394.45,2806.69
dedd0331-06f0-4542-af17-13293241afeb,28,2025-12-24,100.87,Hominy:441.18; Chicken Breast:181.82; Carrot:1097.56; Dragonfruit:500.00; Poppy Seeds:157.14; Cottage Cheese:229.59,Hominy:502.84; Carrot:1003.91; Dragonfruit:553.49; Poppy Seeds:239.12; Venison:248.84; Swiss Cheese:307.93,4200.78
dedd0331-06f0-4542-af17-13293241afeb,29,2025-12-25,97.5,Amaranth:141.51; Beef:120.00; Bok Choy:3461.54; Jackfruit:315.79; Palm Oil:93.33; Quark:335.82,Amaranth:208.43; Beef:153.53; Bok Choy:4062.59; Jackfruit:391.47; Brazil Nuts:144.38; Skim Milk:521.68,3191.2
dedd0331-06f0-4542-af17-13293241afeb,30,2025-12-26,98.74,Rye:155.33; Tempeh:155.44; Endive:2647.06; Dragonfruit:500.00; Coconut Oil:95.71; Ice Cream:108.70,Ice Cream:168.75; Corn:98.82; Egg:207.54; Collard Greens:3794.45; Honeydew:424.02; Grape Seed Oil:133.89,3306.4
